gi|506924386|ref|NC_021251.1|;mycobacterium_tuberculosis_ccdc5079-a
gi|485467638|ref|NZ_AGAQ01000346.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467639|ref|NZ_AGAQ01000347.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467640|ref|NZ_AGAQ01000348.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467641|ref|NZ_AGAQ01000349.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467642|ref|NZ_AGAQ01000350.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467643|ref|NZ_AGAQ01000351.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467644|ref|NZ_AGAQ01000352.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467645|ref|NZ_AGAQ01000353.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467646|ref|NZ_AGAQ01000354.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467647|ref|NZ_AGAQ01000355.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467648|ref|NZ_AGAQ01000356.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467649|ref|NZ_AGAQ01000357.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467650|ref|NZ_AGAQ01000358.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467651|ref|NZ_AGAQ01000359.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467652|ref|NZ_AGAQ01000360.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467653|ref|NZ_AGAQ01000361.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467654|ref|NZ_AGAQ01000362.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467655|ref|NZ_AGAQ01000363.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467656|ref|NZ_AGAQ01000364.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467657|ref|NZ_AGAQ01000365.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467658|ref|NZ_AGAQ01000366.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467659|ref|NZ_AGAQ01000367.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467660|ref|NZ_AGAQ01000368.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467661|ref|NZ_AGAQ01000369.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467662|ref|NZ_AGAQ01000370.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467663|ref|NZ_AGAQ01000371.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467664|ref|NZ_AGAQ01000372.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467665|ref|NZ_AGAQ01000373.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467666|ref|NZ_AGAQ01000374.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467667|ref|NZ_AGAQ01000375.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467668|ref|NZ_AGAQ01000376.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467669|ref|NZ_AGAQ01000377.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467670|ref|NZ_AGAQ01000378.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467671|ref|NZ_AGAQ01000379.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467672|ref|NZ_AGAQ01000380.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467673|ref|NZ_AGAQ01000381.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467674|ref|NZ_AGAQ01000382.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467675|ref|NZ_AGAQ01000383.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467676|ref|NZ_AGAQ01000384.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467677|ref|NZ_AGAQ01000385.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467678|ref|NZ_AGAQ01000386.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467679|ref|NZ_AGAQ01000387.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467680|ref|NZ_AGAQ01000388.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467681|ref|NZ_AGAQ01000389.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467682|ref|NZ_AGAQ01000390.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467683|ref|NZ_AGAQ01000391.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467684|ref|NZ_AGAQ01000392.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467685|ref|NZ_AGAQ01000393.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467686|ref|NZ_AGAQ01000394.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467687|ref|NZ_AGAQ01000395.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467688|ref|NZ_AGAQ01000396.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467689|ref|NZ_AGAQ01000397.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467690|ref|NZ_AGAQ01000398.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467691|ref|NZ_AGAQ01000399.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467692|ref|NZ_AGAQ01000400.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467693|ref|NZ_AGAQ01000401.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467694|ref|NZ_AGAQ01000402.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467695|ref|NZ_AGAQ01000403.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467696|ref|NZ_AGAQ01000404.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467697|ref|NZ_AGAQ01000405.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467698|ref|NZ_AGAQ01000406.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467699|ref|NZ_AGAQ01000407.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467700|ref|NZ_AGAQ01000408.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467701|ref|NZ_AGAQ01000409.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467702|ref|NZ_AGAQ01000410.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467703|ref|NZ_AGAQ01000411.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467704|ref|NZ_AGAQ01000412.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467705|ref|NZ_AGAQ01000413.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467706|ref|NZ_AGAQ01000414.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467707|ref|NZ_AGAQ01000415.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467708|ref|NZ_AGAQ01000416.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467709|ref|NZ_AGAQ01000417.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467710|ref|NZ_AGAQ01000418.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467711|ref|NZ_AGAQ01000419.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467712|ref|NZ_AGAQ01000420.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467713|ref|NZ_AGAQ01000421.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467714|ref|NZ_AGAQ01000422.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467715|ref|NZ_AGAQ01000423.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467716|ref|NZ_AGAQ01000424.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467717|ref|NZ_AGAQ01000425.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467718|ref|NZ_AGAQ01000426.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467719|ref|NZ_AGAQ01000427.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467720|ref|NZ_AGAQ01000428.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467721|ref|NZ_AGAQ01000429.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467722|ref|NZ_AGAQ01000430.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467723|ref|NZ_AGAQ01000431.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467724|ref|NZ_AGAQ01000432.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467725|ref|NZ_AGAQ01000433.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467726|ref|NZ_AGAQ01000434.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467727|ref|NZ_AGAQ01000435.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467728|ref|NZ_AGAQ01000436.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467729|ref|NZ_AGAQ01000437.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467730|ref|NZ_AGAQ01000438.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467731|ref|NZ_AGAQ01000439.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467732|ref|NZ_AGAQ01000440.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467733|ref|NZ_AGAQ01000441.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467734|ref|NZ_AGAQ01000442.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467735|ref|NZ_AGAQ01000443.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467736|ref|NZ_AGAQ01000444.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467737|ref|NZ_AGAQ01000445.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467738|ref|NZ_AGAQ01000446.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467739|ref|NZ_AGAQ01000447.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467740|ref|NZ_AGAQ01000448.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467741|ref|NZ_AGAQ01000449.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467742|ref|NZ_AGAQ01000450.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467743|ref|NZ_AGAQ01000451.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467744|ref|NZ_AGAQ01000452.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467745|ref|NZ_AGAQ01000453.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467746|ref|NZ_AGAQ01000454.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467747|ref|NZ_AGAQ01000455.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467748|ref|NZ_AGAQ01000456.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467749|ref|NZ_AGAQ01000457.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467750|ref|NZ_AGAQ01000458.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467751|ref|NZ_AGAQ01000459.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467752|ref|NZ_AGAQ01000460.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467753|ref|NZ_AGAQ01000461.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467754|ref|NZ_AGAQ01000462.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467755|ref|NZ_AGAQ01000463.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467756|ref|NZ_AGAQ01000464.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467757|ref|NZ_AGAQ01000465.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467758|ref|NZ_AGAQ01000466.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467759|ref|NZ_AGAQ01000467.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467760|ref|NZ_AGAQ01000468.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467761|ref|NZ_AGAQ01000469.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467762|ref|NZ_AGAQ01000470.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467763|ref|NZ_AGAQ01000471.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467764|ref|NZ_AGAQ01000472.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467765|ref|NZ_AGAQ01000473.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467766|ref|NZ_AGAQ01000474.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467767|ref|NZ_AGAQ01000475.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467768|ref|NZ_AGAQ01000476.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467769|ref|NZ_AGAQ01000477.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467770|ref|NZ_AGAQ01000478.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467771|ref|NZ_AGAQ01000479.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467772|ref|NZ_AGAQ01000480.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467773|ref|NZ_AGAQ01000481.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467774|ref|NZ_AGAQ01000482.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467775|ref|NZ_AGAQ01000483.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467776|ref|NZ_AGAQ01000484.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467777|ref|NZ_AGAQ01000485.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467778|ref|NZ_AGAQ01000486.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467779|ref|NZ_AGAQ01000487.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467780|ref|NZ_AGAQ01000488.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467781|ref|NZ_AGAQ01000489.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467782|ref|NZ_AGAQ01000490.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467783|ref|NZ_AGAQ01000491.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467784|ref|NZ_AGAQ01000492.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467785|ref|NZ_AGAQ01000493.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467786|ref|NZ_AGAQ01000494.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467787|ref|NZ_AGAQ01000495.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467788|ref|NZ_AGAQ01000496.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467789|ref|NZ_AGAQ01000497.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467790|ref|NZ_AGAQ01000498.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467791|ref|NZ_AGAQ01000499.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467792|ref|NZ_AGAQ01000500.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467793|ref|NZ_AGAQ01000501.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467794|ref|NZ_AGAQ01000502.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467795|ref|NZ_AGAQ01000503.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467796|ref|NZ_AGAQ01000504.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467797|ref|NZ_AGAQ01000505.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467798|ref|NZ_AGAQ01000506.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467799|ref|NZ_AGAQ01000507.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467800|ref|NZ_AGAQ01000508.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467801|ref|NZ_AGAQ01000509.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467802|ref|NZ_AGAQ01000510.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467803|ref|NZ_AGAQ01000511.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467804|ref|NZ_AGAQ01000512.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467805|ref|NZ_AGAQ01000513.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467806|ref|NZ_AGAQ01000514.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467807|ref|NZ_AGAQ01000515.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467808|ref|NZ_AGAQ01000516.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467809|ref|NZ_AGAQ01000517.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467810|ref|NZ_AGAQ01000518.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467811|ref|NZ_AGAQ01000519.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467812|ref|NZ_AGAQ01000520.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467813|ref|NZ_AGAQ01000521.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467814|ref|NZ_AGAQ01000522.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467815|ref|NZ_AGAQ01000523.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467816|ref|NZ_AGAQ01000524.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467817|ref|NZ_AGAQ01000525.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467818|ref|NZ_AGAQ01000526.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467819|ref|NZ_AGAQ01000527.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467820|ref|NZ_AGAQ01000528.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467821|ref|NZ_AGAQ01000529.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467822|ref|NZ_AGAQ01000530.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467823|ref|NZ_AGAQ01000531.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467824|ref|NZ_AGAQ01000532.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467825|ref|NZ_AGAQ01000533.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467826|ref|NZ_AGAQ01000534.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467827|ref|NZ_AGAQ01000535.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467828|ref|NZ_AGAQ01000536.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467829|ref|NZ_AGAQ01000537.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467830|ref|NZ_AGAQ01000538.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467831|ref|NZ_AGAQ01000539.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467832|ref|NZ_AGAQ01000540.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467833|ref|NZ_AGAQ01000541.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467834|ref|NZ_AGAQ01000542.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467835|ref|NZ_AGAQ01000543.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467836|ref|NZ_AGAQ01000544.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467837|ref|NZ_AGAQ01000545.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467838|ref|NZ_AGAQ01000546.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467839|ref|NZ_AGAQ01000547.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467840|ref|NZ_AGAQ01000548.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467841|ref|NZ_AGAQ01000549.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467842|ref|NZ_AGAQ01000550.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467843|ref|NZ_AGAQ01000551.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467844|ref|NZ_AGAQ01000552.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467845|ref|NZ_AGAQ01000553.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467846|ref|NZ_AGAQ01000554.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467847|ref|NZ_AGAQ01000555.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467848|ref|NZ_AGAQ01000556.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467849|ref|NZ_AGAQ01000557.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467850|ref|NZ_AGAQ01000558.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467851|ref|NZ_AGAQ01000559.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467852|ref|NZ_AGAQ01000560.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467853|ref|NZ_AGAQ01000561.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467854|ref|NZ_AGAQ01000562.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467855|ref|NZ_AGAQ01000563.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467856|ref|NZ_AGAQ01000564.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467857|ref|NZ_AGAQ01000565.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467858|ref|NZ_AGAQ01000566.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467859|ref|NZ_AGAQ01000567.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467860|ref|NZ_AGAQ01000568.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467861|ref|NZ_AGAQ01000569.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467862|ref|NZ_AGAQ01000570.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467863|ref|NZ_AGAQ01000571.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467864|ref|NZ_AGAQ01000572.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467865|ref|NZ_AGAQ01000573.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467866|ref|NZ_AGAQ01000574.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467867|ref|NZ_AGAQ01000575.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467868|ref|NZ_AGAQ01000576.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467869|ref|NZ_AGAQ01000577.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467870|ref|NZ_AGAQ01000578.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467871|ref|NZ_AGAQ01000579.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467872|ref|NZ_AGAQ01000580.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467873|ref|NZ_AGAQ01000581.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467874|ref|NZ_AGAQ01000582.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467875|ref|NZ_AGAQ01000583.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467876|ref|NZ_AGAQ01000584.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467877|ref|NZ_AGAQ01000585.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467878|ref|NZ_AGAQ01000586.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467879|ref|NZ_AGAQ01000587.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467880|ref|NZ_AGAQ01000588.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467881|ref|NZ_AGAQ01000589.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467882|ref|NZ_AGAQ01000590.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467883|ref|NZ_AGAQ01000591.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467884|ref|NZ_AGAQ01000592.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467885|ref|NZ_AGAQ01000593.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467886|ref|NZ_AGAQ01000594.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467887|ref|NZ_AGAQ01000595.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467888|ref|NZ_AGAQ01000596.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467889|ref|NZ_AGAQ01000597.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467890|ref|NZ_AGAQ01000598.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467891|ref|NZ_AGAQ01000599.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467892|ref|NZ_AGAQ01000600.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467893|ref|NZ_AGAQ01000601.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467894|ref|NZ_AGAQ01000602.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467895|ref|NZ_AGAQ01000603.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467896|ref|NZ_AGAQ01000604.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467897|ref|NZ_AGAQ01000605.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467898|ref|NZ_AGAQ01000606.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467899|ref|NZ_AGAQ01000607.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467900|ref|NZ_AGAQ01000608.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467901|ref|NZ_AGAQ01000609.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467902|ref|NZ_AGAQ01000610.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467903|ref|NZ_AGAQ01000611.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467904|ref|NZ_AGAQ01000612.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467905|ref|NZ_AGAQ01000613.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467906|ref|NZ_AGAQ01000614.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467907|ref|NZ_AGAQ01000615.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467908|ref|NZ_AGAQ01000616.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467909|ref|NZ_AGAQ01000617.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467910|ref|NZ_AGAQ01000618.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467911|ref|NZ_AGAQ01000619.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467912|ref|NZ_AGAQ01000620.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467913|ref|NZ_AGAQ01000621.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467914|ref|NZ_AGAQ01000622.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467915|ref|NZ_AGAQ01000623.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467916|ref|NZ_AGAQ01000624.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467917|ref|NZ_AGAQ01000625.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467918|ref|NZ_AGAQ01000626.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467919|ref|NZ_AGAQ01000627.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467920|ref|NZ_AGAQ01000628.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467921|ref|NZ_AGAQ01000629.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467922|ref|NZ_AGAQ01000630.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467923|ref|NZ_AGAQ01000631.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467924|ref|NZ_AGAQ01000632.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467925|ref|NZ_AGAQ01000633.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467926|ref|NZ_AGAQ01000634.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467927|ref|NZ_AGAQ01000635.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467928|ref|NZ_AGAQ01000636.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467929|ref|NZ_AGAQ01000637.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467930|ref|NZ_AGAQ01000638.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467931|ref|NZ_AGAQ01000639.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467932|ref|NZ_AGAQ01000640.1|;mycobacterium_avium_subsp_avium_env_77
gi|485467933|ref|NZ_AGAQ01000641.1|;mycobacterium_avium_subsp_avium_env_77
